datetime,code,open,close,high,low,vol,amount,p_change
2013-02-28,600519,177.8,175.0,177.8,172.0,56786.0,990766784.0,-1.0
2013-03-01,600519,174.3,173.82,175.96,172.99,38003.0,661720768.0,-0.67
2013-03-04,600519,173.72,174.72,176.62,173.72,52072.0,912360640.0,0.52
2013-03-05,600519,175.42,175.0,176.46,173.86,36974.0,648668800.0,0.16
2013-03-06,600519,176.0,177.22,177.3,173.65,49227.0,861725440.0,1.27
2013-03-07,600519,179.38,183.86,188.6,179.32,85190.0,1573676032.0,3.75
2013-03-08,600519,186.01,184.13,187.5,183.67,35959.0,667118400.0,0.15
2013-03-11,600519,183.8,185.2,185.5,181.81,34965.0,642927296.0,0.58
2013-03-12,600519,186.0,182.18,186.1,180.0,25393.0,465220576.0,-1.63
2013-03-13,600519,182.4,183.83,186.02,182.4,30769.0,567812096.0,0.91
2013-03-14,600519,182.5,178.94,184.77,178.66,35124.0,635985856.0,-2.66
2013-03-15,600519,177.52,176.97,180.7,175.1,35961.0,639236992.0,-1.1
2013-03-18,600519,176.9,169.45,176.9,168.19,78231.0,1336285568.0,-4.25
2013-03-19,600519,168.2,165.18,169.82,164.51,63414.0,1052322560.0,-2.52
2013-03-20,600519,165.26,169.91,170.59,164.1,71894.0,1202347904.0,2.86
2013-03-21,600519,169.5,166.78,169.5,165.8,65392.0,1091400960.0,-1.84
2013-03-22,600519,166.48,169.05,169.9,165.71,45578.0,767262016.0,1.36
2013-03-25,600519,169.0,169.03,170.77,168.1,31966.0,541959936.0,-0.01
2013-03-26,600519,169.1,169.88,171.21,168.41,32480.0,551865792.0,0.5
2013-03-27,600519,170.01,166.79,170.4,165.4,47662.0,795809856.0,-1.82
2013-03-28,600519,166.08,166.82,168.18,162.31,41490.0,685703936.0,0.02
2013-03-29,600519,167.25,168.86,169.57,166.02,47717.0,802924416.0,1.22
2013-04-01,600519,168.09,164.95,168.46,164.58,29128.0,483197216.0,-2.32
2013-04-02,600519,165.1,163.71,165.97,163.27,32524.0,534554080.0,-0.75
2013-04-03,600519,163.68,163.85,165.0,163.18,21990.0,360543776.0,0.09
2013-04-08,600519,162.14,164.32,165.0,160.45,37732.0,613230400.0,0.29
2013-04-09,600519,163.89,163.6,164.9,162.7,24194.0,396645792.0,-0.44
2013-04-10,600519,164.0,169.96,171.11,162.7,70858.0,1194391168.0,3.89
2013-04-11,600519,170.0,168.92,171.0,168.3,29729.0,504695104.0,-0.61
2013-04-12,600519,168.92,172.23,174.4,168.5,59800.0,1032119616.0,1.96
2013-04-15,600519,172.27,172.74,173.66,170.02,28336.0,487286240.0,0.3
2013-04-16,600519,170.0,173.16,175.2,169.6,39137.0,676673408.0,0.24
2013-04-17,600519,173.6,178.49,178.77,173.55,42974.0,760898368.0,3.08
2013-04-18,600519,177.2,179.15,180.0,176.01,41956.0,749007296.0,0.37
2013-04-19,600519,179.4,179.23,179.88,176.89,39238.0,701185024.0,0.04
2013-04-22,600519,178.9,173.71,178.9,173.5,42745.0,747616512.0,-3.08
2013-04-23,600519,173.5,171.81,174.98,171.7,30952.0,535923136.0,-1.09
2013-04-24,600519,172.22,174.87,175.0,170.3,30402.0,525381344.0,1.78
2013-04-25,600519,174.02,176.7,177.56,173.22,25359.0,446045088.0,1.05
2013-04-26,600519,177.41,173.99,178.0,173.01,16307.0,285787936.0,-1.53
2013-05-02,600519,173.0,171.11,173.05,169.03,28586.0,489586432.0,-1.66
2013-05-03,600519,171.8,172.45,174.02,170.6,21460.0,369986944.0,0.78
2013-05-06,600519,173.0,177.8,177.98,171.98,30196.0,529181408.0,3.1
2013-05-07,600519,179.02,187.69,188.34,179.02,71020.0,1305178752.0,5.56
2013-05-08,600519,187.8,188.89,190.0,186.13,42416.0,799534976.0,0.64
2013-05-09,600519,189.26,197.18,197.2,189.26,70134.0,1370326144.0,4.39
2013-05-10,600519,197.01,197.11,200.92,196.01,48776.0,970169984.0,-0.04
2013-05-13,600519,197.11,197.68,201.6,193.77,32579.0,645155904.0,0.29
2013-05-14,600519,196.1,191.19,197.1,190.01,36431.0,701153984.0,-3.28
2013-05-15,600519,190.88,194.66,196.66,190.72,23264.0,452499712.0,1.81
2013-05-16,600519,194.01,194.85,200.51,192.0,45462.0,893376384.0,0.1
2013-05-17,600519,194.08,195.91,196.45,193.0,33556.0,654713536.0,0.54
2013-05-20,600519,196.8,195.0,198.48,194.45,30944.0,605798016.0,-0.46
2013-05-21,600519,194.88,195.02,195.76,193.51,23102.0,449227072.0,0.01
2013-05-22,600519,195.65,199.47,200.6,195.1,46149.0,917905216.0,2.28
2013-05-23,600519,199.6,202.44,206.49,199.6,62247.0,1272531712.0,1.49
2013-05-24,600519,204.0,200.93,207.17,200.0,45073.0,915894080.0,-0.75
2013-05-27,600519,201.97,201.63,202.1,198.0,26778.0,536544416.0,0.35
2013-05-28,600519,201.88,202.14,203.31,199.55,23676.0,477386720.0,0.25
2013-05-29,600519,203.0,201.49,206.87,201.35,32340.0,659505344.0,-0.32
2013-05-30,600519,200.8,200.25,202.82,199.01,25019.0,500916448.0,-0.62
2013-05-31,600519,200.97,197.1,201.4,197.0,24590.0,490984256.0,-1.57
2013-06-03,600519,198.1,202.08,202.55,197.18,40256.0,807356544.0,2.53
2013-06-04,600519,202.3,201.7,205.3,201.65,42356.0,862313600.0,-0.19
2013-06-05,600519,201.99,201.17,202.5,199.58,23724.0,476555328.0,-0.26
2013-06-06,600519,201.21,201.66,204.8,201.21,33877.0,688473472.0,0.24
2013-06-07,600519,195.11,196.26,200.0,193.51,25478.0,502253024.0,-2.68
2013-06-13,600519,195.12,194.71,198.48,192.01,44998.0,876852224.0,-0.79
2013-06-14,600519,194.35,194.02,195.0,189.58,32518.0,625711424.0,-0.35
2013-06-17,600519,194.27,189.48,194.98,189.21,29689.0,568914688.0,-2.34
2013-06-18,600519,189.16,191.65,191.8,186.52,27377.0,516512032.0,1.15
2013-06-19,600519,190.88,194.83,195.5,188.2,28909.0,556142144.0,1.66
2013-06-20,600519,194.46,191.74,195.48,190.61,25586.0,493350624.0,-1.59
2013-06-21,600519,190.04,191.17,195.88,187.5,39654.0,762942592.0,-0.3
2013-06-24,600519,191.61,185.62,192.0,185.18,40807.0,765344896.0,-2.9
2013-06-25,600519,185.56,189.84,190.3,176.03,51352.0,952843648.0,2.27
2013-06-26,600519,188.49,188.72,189.82,184.78,32903.0,613847360.0,-0.59
2013-06-27,600519,188.72,189.58,192.35,188.09,34135.0,651525184.0,0.46
2013-06-28,600519,188.85,192.37,193.46,188.85,28070.0,540002752.0,1.47
2013-07-01,600519,192.03,194.29,194.97,191.02,25828.0,498364224.0,1.0
2013-07-02,600519,194.27,197.95,198.99,192.62,33453.0,656544896.0,1.88
2013-07-03,600519,198.9,197.97,199.8,196.13,35424.0,702154048.0,0.01
2013-07-04,600519,197.07,196.62,199.86,196.58,24214.0,480333728.0,-0.68
2013-07-05,600519,196.9,197.12,199.37,196.9,17779.0,351961184.0,0.25
2013-07-08,600519,196.88,195.16,197.89,193.0,24113.0,471887328.0,-0.99
2013-07-09,600519,196.3,192.05,196.3,190.71,20233.0,390495520.0,-1.59
2013-07-10,600519,191.21,193.84,194.1,188.89,33244.0,635969728.0,0.93
2013-07-11,600519,194.55,195.97,196.5,192.03,46056.0,897968896.0,1.1
2013-07-12,600519,195.11,188.81,196.77,188.7,42991.0,823551936.0,-3.65
2013-07-15,600519,189.38,187.95,190.1,184.93,36607.0,683259584.0,-0.46
2013-07-16,600519,188.16,190.95,191.28,185.5,37011.0,698456704.0,1.6
2013-07-17,600519,190.5,186.92,190.79,186.81,27388.0,517180736.0,-2.11
2013-07-18,600519,187.0,185.07,187.45,183.7,25699.0,475329696.0,-0.99
2013-07-19,600519,185.01,176.01,185.01,174.53,73319.0,1309145856.0,-4.9
2013-07-22,600519,175.66,174.88,177.09,173.05,27062.0,472471712.0,-0.64
2013-07-23,600519,175.93,179.59,180.29,174.98,28756.0,513622528.0,2.69
2013-07-24,600519,179.4,174.62,179.4,173.1,44067.0,772480640.0,-2.77
2013-07-25,600519,175.4,178.74,179.8,174.3,39540.0,701690240.0,2.36
2013-07-26,600519,177.0,174.97,177.8,174.9,19045.0,334279520.0,-2.11
2013-07-29,600519,174.28,171.32,174.28,171.0,26883.0,462873568.0,-2.09
2013-07-30,600519,170.3,168.43,171.28,165.59,42113.0,708812288.0,-1.69
2013-07-31,600519,169.68,168.5,171.2,167.7,14590.0,246901552.0,0.04
2013-08-01,600519,169.98,171.89,172.5,169.06,24852.0,426199168.0,2.01
2013-08-02,600519,172.79,176.03,178.16,172.69,29240.0,514840320.0,2.41
2013-08-05,600519,176.03,175.5,176.77,173.9,18065.0,316638080.0,-0.3
2013-08-06,600519,173.93,175.23,175.5,172.7,26562.0,462053664.0,-0.15
2013-08-07,600519,174.8,176.38,178.66,173.73,28377.0,501679200.0,0.66
2013-08-08,600519,176.42,175.16,177.36,174.4,16076.0,282184736.0,-0.69
2013-08-09,600519,175.45,172.83,176.09,170.94,22889.0,396239808.0,-1.33
2013-08-12,600519,172.8,178.31,178.43,172.51,39390.0,692000832.0,3.17
2013-08-13,600519,178.01,179.95,180.5,176.5,25435.0,453549728.0,0.92
2013-08-14,600519,179.89,178.69,182.34,178.4,21721.0,392821856.0,-0.7
2013-08-15,600519,178.86,177.46,181.2,177.39,15365.0,274789280.0,-0.69
2013-08-16,600519,177.53,174.4,181.0,174.05,34973.0,617783360.0,-1.72
2013-08-19,600519,175.4,175.17,175.91,173.0,19357.0,337652096.0,0.44
2013-08-20,600519,174.15,173.61,175.0,172.7,31250.0,541646656.0,-0.89
2013-08-21,600519,175.01,174.69,175.15,172.4,23103.0,401820448.0,0.62
2013-08-22,600519,174.6,175.08,176.68,174.02,15501.0,272139872.0,0.22
2013-08-23,600519,175.97,172.99,175.98,171.5,19529.0,338959488.0,-1.19
2013-08-26,600519,173.11,173.94,175.0,172.0,16885.0,293255616.0,0.55
2013-08-27,600519,173.77,173.15,173.77,172.0,24436.0,422029088.0,-0.45
2013-08-28,600519,172.17,169.9,172.17,169.57,30603.0,521639360.0,-1.88
2013-08-29,600519,170.0,168.48,170.34,168.11,21804.0,368545664.0,-0.84
2013-08-30,600519,168.48,168.78,169.0,167.55,25861.0,435606368.0,0.18
2013-09-02,600519,160.8,151.92,160.8,151.9,224970.0,3438418432.0,-9.99
2013-09-03,600519,151.0,151.66,152.8,149.0,123211.0,1855978624.0,-0.17
2013-09-04,600519,152.0,152.1,153.55,151.6,76789.0,1171694848.0,0.29
2013-09-05,600519,151.86,150.27,152.8,149.3,71283.0,1070129344.0,-1.2
2013-09-06,600519,150.1,150.28,150.9,149.77,37783.0,567391488.0,0.01
2013-09-09,600519,151.0,150.95,151.52,149.88,69270.0,1042258752.0,0.45
2013-09-10,600519,150.8,151.62,151.88,150.08,54093.0,816720640.0,0.44
2013-09-11,600519,151.75,152.57,152.78,150.0,69012.0,1045733440.0,0.63
2013-09-12,600519,152.63,151.73,153.2,151.21,47723.0,725740672.0,-0.55
2013-09-13,600519,151.69,152.02,154.48,151.65,68254.0,1044001984.0,0.19
2013-09-16,600519,152.62,149.65,152.62,149.59,58877.0,889024064.0,-1.56
2013-09-17,600519,149.0,141.3,149.2,140.51,109057.0,1571781632.0,-5.58
2013-09-18,600519,141.0,141.9,142.38,139.5,67317.0,949223040.0,0.42
2013-09-23,600519,141.99,140.81,142.0,140.05,65409.0,921212160.0,-0.77
2013-09-24,600519,141.0,136.8,142.26,136.7,98819.0,1371542656.0,-2.85
2013-09-25,600519,136.55,135.16,137.5,133.02,69789.0,943851520.0,-1.2
2013-09-26,600519,134.0,135.42,136.22,134.0,47227.0,638421056.0,0.19
2013-09-27,600519,135.49,134.06,136.16,133.79,34639.0,465617856.0,-1.0
2013-09-30,600519,133.93,135.94,136.31,133.52,50460.0,681360320.0,1.4
2013-10-08,600519,135.76,136.67,137.4,134.19,56867.0,773294144.0,0.54
2013-10-09,600519,136.6,136.99,137.4,135.8,40815.0,557664512.0,0.23
2013-10-10,600519,137.0,137.04,137.38,136.25,29045.0,397207808.0,0.04
2013-10-11,600519,135.3,137.52,137.83,135.3,36455.0,499830912.0,0.35
2013-10-14,600519,137.95,139.65,139.73,137.32,55274.0,767129536.0,1.55
2013-10-15,600519,139.74,144.25,144.8,139.08,69277.0,986261696.0,3.29
2013-10-16,600519,146.3,144.24,147.7,142.1,94813.0,1382754176.0,-0.01
2013-10-17,600519,144.59,144.19,145.8,143.5,48621.0,703392000.0,-0.03
2013-10-18,600519,144.49,142.98,144.91,142.0,35574.0,510349728.0,-0.84
2013-10-21,600519,143.51,145.09,145.3,142.2,47022.0,677908672.0,1.48
2013-10-22,600519,144.8,143.42,144.8,142.75,24581.0,353140640.0,-1.15
2013-10-23,600519,143.26,143.69,144.68,142.21,26215.0,375070080.0,0.19
2013-10-24,600519,143.3,143.71,143.97,142.7,26255.0,376580480.0,0.01
2013-10-25,600519,143.01,136.73,143.01,135.6,58584.0,807380224.0,-4.86
2013-10-28,600519,135.78,133.97,136.77,133.26,32141.0,431472160.0,-2.02
2013-10-29,600519,134.15,132.8,134.66,131.5,35182.0,468246848.0,-0.87
2013-10-30,600519,132.98,132.59,133.3,131.96,25343.0,335579616.0,-0.16
2013-10-31,600519,132.65,135.11,136.51,132.5,34893.0,471033920.0,1.9
2013-11-01,600519,134.33,135.18,135.84,133.8,22154.0,299057632.0,0.05
2013-11-04,600519,135.45,136.34,136.97,135.27,19436.0,264834000.0,0.86
2013-11-05,600519,135.8,138.11,138.39,134.7,27843.0,381603616.0,1.3
2013-11-06,600519,138.28,139.65,141.01,137.5,44449.0,619496960.0,1.12
2013-11-07,600519,139.36,138.97,139.88,136.7,21358.0,294635360.0,-0.49
2013-11-08,600519,138.6,136.14,139.99,136.01,21537.0,298492256.0,-2.04
2013-11-11,600519,138.0,139.55,141.68,136.18,52328.0,729491584.0,2.5
2013-11-12,600519,139.42,144.84,145.35,139.05,69478.0,997440448.0,3.79
2013-11-13,600519,144.09,144.72,146.45,143.1,31881.0,460888128.0,-0.08
2013-11-14,600519,145.0,144.07,145.0,141.69,24042.0,344294688.0,-0.45
2013-11-15,600519,143.74,143.44,144.62,142.1,33597.0,481164992.0,-0.44
2013-11-18,600519,144.0,143.49,144.86,142.8,41571.0,596980160.0,0.03
2013-11-19,600519,143.5,142.82,144.2,141.3,41166.0,588099520.0,-0.47
2013-11-20,600519,142.74,142.06,142.92,141.4,25517.0,362889664.0,-0.53
2013-11-21,600519,141.68,138.66,142.29,138.55,32991.0,459524480.0,-2.39
2013-11-22,600519,138.66,138.47,139.35,137.98,28110.0,389528928.0,-0.14
2013-11-25,600519,137.78,140.93,141.86,137.52,26181.0,367831840.0,1.78
2013-11-26,600519,140.99,139.98,141.84,139.78,16406.0,230259504.0,-0.67
2013-11-27,600519,139.99,139.95,141.19,138.6,15679.0,219358336.0,-0.02
2013-11-28,600519,139.98,141.83,142.65,139.98,22240.0,315027616.0,1.34
2013-11-29,600519,141.0,141.44,141.65,139.92,20423.0,287184352.0,-0.27
2013-12-02,600519,140.01,136.78,140.27,136.5,42892.0,591853952.0,-3.29
2013-12-03,600519,136.55,137.58,137.92,135.34,32882.0,448934464.0,0.58
2013-12-04,600519,137.46,138.48,139.02,136.57,33510.0,463071200.0,0.65
2013-12-05,600519,138.44,136.99,138.44,136.95,19326.0,265765312.0,-1.08
2013-12-06,600519,136.77,138.75,139.1,136.0,29150.0,402741312.0,1.28
2013-12-09,600519,138.6,137.94,138.7,136.0,25371.0,347999968.0,-0.58
2013-12-10,600519,137.51,136.95,137.9,136.2,25392.0,347805536.0,-0.72
2013-12-11,600519,136.86,136.39,137.6,136.17,19868.0,271716032.0,-0.41
2013-12-12,600519,136.33,136.4,137.34,136.2,18306.0,250384800.0,0.01
2013-12-13,600519,136.23,136.4,137.39,136.22,19267.0,263371184.0,0.0
2013-12-16,600519,136.01,132.97,136.42,132.87,32869.0,439536256.0,-2.51
2013-12-17,600519,132.95,133.21,134.73,132.4,15641.0,209082464.0,0.18
2013-12-18,600519,132.99,132.49,133.5,132.31,20105.0,266750704.0,-0.54
2013-12-19,600519,133.29,131.15,133.4,131.1,17813.0,235156560.0,-1.01
2013-12-20,600519,131.25,126.65,131.75,126.0,38556.0,495862848.0,-3.43
2013-12-23,600519,126.43,126.51,127.64,126.12,19222.0,243709872.0,-0.11
2013-12-24,600519,127.0,126.61,127.7,126.38,27897.0,354505536.0,0.08
2013-12-25,600519,127.0,126.26,127.37,125.89,18439.0,233016832.0,-0.28
2013-12-26,600519,126.0,124.74,126.23,124.14,34156.0,427007200.0,-1.2
2013-12-27,600519,125.2,126.2,127.23,124.74,25455.0,321517728.0,1.17
2013-12-30,600519,126.45,124.46,126.98,123.99,32166.0,401569216.0,-1.38
2013-12-31,600519,124.0,128.38,129.31,122.5,57546.0,730676608.0,3.15
2014-01-02,600519,127.99,125.98,127.99,125.6,21976.0,277430208.0,-1.87
2014-01-03,600519,125.25,123.98,125.8,123.23,23341.0,288934592.0,-1.59
2014-01-06,600519,122.88,120.73,124.9,120.7,30229.0,367274752.0,-2.62
2014-01-07,600519,120.11,120.56,121.35,119.2,18039.0,216936560.0,-0.14
2014-01-08,600519,120.49,119.4,121.18,118.01,31989.0,380752960.0,-0.96
2014-01-09,600519,119.0,119.34,121.8,118.6,47886.0,575090368.0,-0.05
2014-01-10,600519,119.01,119.27,120.43,118.05,21126.0,251742736.0,-0.06
2014-01-13,600519,119.3,119.89,122.32,119.08,37646.0,454274368.0,0.52
2014-01-14,600519,120.2,121.31,121.79,118.9,23474.0,282925536.0,1.18
2014-01-15,600519,120.51,118.76,121.15,118.05,19720.0,235363888.0,-2.1
2014-01-16,600519,118.85,121.99,122.45,118.74,39119.0,474484832.0,2.72
2014-01-17,600519,121.8,120.3,122.65,120.12,32363.0,393324800.0,-1.39
2014-01-20,600519,121.9,126.79,127.3,121.02,60090.0,751598272.0,5.39
2014-01-21,600519,126.0,126.99,128.71,125.35,35404.0,451224704.0,0.16
2014-01-22,600519,126.98,134.17,134.81,126.3,73667.0,975900224.0,5.65
2014-01-23,600519,134.18,134.09,135.4,131.76,40258.0,538497408.0,-0.06
2014-01-24,600519,133.5,135.5,135.69,132.51,35780.0,482834464.0,1.05
2014-01-27,600519,134.89,140.75,143.78,134.66,83510.0,1170783872.0,3.87
2014-01-28,600519,140.51,139.22,142.0,137.5,36401.0,508739360.0,-1.09
2014-01-29,600519,139.78,137.01,141.06,136.49,31520.0,434136672.0,-1.59
2014-01-30,600519,136.5,132.2,136.95,131.0,37223.0,496967648.0,-3.51
2014-02-07,600519,132.06,133.89,134.62,131.06,23865.0,317924192.0,1.28
2014-02-10,600519,134.0,132.86,134.4,130.86,36251.0,479835328.0,-0.77
2014-02-11,600519,132.8,134.04,135.58,132.1,43006.0,578123072.0,0.89
2014-02-12,600519,134.2,134.15,134.97,133.31,19283.0,258332736.0,0.08
2014-02-13,600519,134.03,135.67,138.39,134.01,38567.0,528398496.0,1.13
2014-02-14,600519,135.39,142.9,143.0,135.39,67410.0,946589760.0,5.33
2014-02-17,600519,144.1,149.98,150.99,144.1,87465.0,1301703936.0,4.95
2014-02-18,600519,149.44,147.01,149.44,146.12,33640.0,496116928.0,-1.98
2014-02-19,600519,147.05,149.53,151.98,147.05,31482.0,472702784.0,1.71
2014-02-20,600519,149.5,148.99,151.58,148.0,23188.0,346513536.0,-0.36
2014-02-21,600519,148.0,149.08,150.15,147.78,34125.0,508426624.0,0.06
2014-02-24,600519,149.1,147.62,151.08,145.61,31178.0,463140896.0,-0.98
2014-02-25,600519,148.0,142.37,148.4,141.0,46279.0,662701568.0,-3.56
2014-02-26,600519,140.56,142.03,144.98,139.05,26513.0,377024800.0,-0.24
2014-02-27,600519,142.15,144.95,145.79,140.02,25646.0,367761888.0,2.06
2014-02-28,600519,145.0,150.02,150.8,144.95,41926.0,626931584.0,3.5
2014-03-03,600519,150.0,154.93,154.99,148.33,48816.0,745535040.0,3.27
2014-03-04,600519,152.12,153.4,159.29,152.0,50866.0,795956992.0,-0.99
2014-03-05,600519,154.03,159.84,159.99,152.0,47211.0,741664000.0,4.2
2014-03-06,600519,160.21,162.0,162.3,157.0,42741.0,684035136.0,1.35
2014-03-07,600519,162.0,165.49,167.2,160.04,58110.0,952251136.0,2.15
2014-03-10,600519,164.8,156.94,165.8,154.03,49985.0,797666944.0,-5.17
2014-03-11,600519,156.0,162.18,163.6,155.1,38561.0,619885248.0,3.34
2014-03-12,600519,161.08,158.53,163.6,155.78,36763.0,582653248.0,-2.25
2014-03-13,600519,157.6,164.87,165.1,157.11,42637.0,695571584.0,4.0
2014-03-14,600519,164.06,163.87,166.0,161.8,24933.0,407076128.0,-0.61
2014-03-17,600519,165.0,166.47,166.66,162.01,32198.0,529609728.0,1.59
2014-03-18,600519,168.3,171.32,176.2,168.3,59473.0,1030329344.0,2.91
2014-03-19,600519,169.9,174.37,175.0,169.0,35365.0,613576512.0,1.78
2014-03-20,600519,174.3,169.18,174.5,169.0,33895.0,579777920.0,-2.98
2014-03-21,600519,168.44,171.4,171.98,165.5,40318.0,680945728.0,1.31
2014-03-24,600519,171.0,171.29,175.73,169.9,26320.0,453477920.0,-0.06
2014-03-25,600519,168.4,166.81,168.4,155.59,62403.0,1024298880.0,-2.62
2014-03-26,600519,165.1,158.49,166.11,158.36,57376.0,927285376.0,-4.99
2014-03-27,600519,157.66,157.66,160.8,156.4,38044.0,603835712.0,-0.52
2014-03-28,600519,157.82,152.64,158.99,151.01,48272.0,740132800.0,-3.18
2014-03-31,600519,152.01,154.7,157.38,152.0,30583.0,473939136.0,1.35
2014-04-01,600519,154.71,162.49,162.55,154.4,34046.0,544622720.0,5.04
2014-04-02,600519,162.74,165.64,169.66,161.03,46698.0,777378688.0,1.94
2014-04-03,600519,167.56,165.31,167.69,163.5,26918.0,444348448.0,-0.2
2014-04-04,600519,164.65,164.06,165.3,161.0,23206.0,377896960.0,-0.76
2014-04-08,600519,163.92,164.54,165.42,161.01,25927.0,423934496.0,0.29
2014-04-09,600519,165.02,163.35,166.63,162.13,21618.0,354031808.0,-0.72
2014-04-10,600519,163.27,169.51,171.02,159.5,54177.0,897611264.0,3.77
2014-04-11,600519,172.0,176.08,179.6,172.0,90225.0,1593651840.0,3.88
2014-04-14,600519,174.7,174.36,177.31,173.0,26824.0,469646912.0,-0.98
2014-04-15,600519,173.2,174.49,175.87,173.2,25880.0,452432800.0,0.07
2014-04-16,600519,173.7,171.02,174.56,170.19,22040.0,379301952.0,-1.99
2014-04-17,600519,170.8,175.2,176.0,170.21,29744.0,517914688.0,2.44
2014-04-18,600519,175.0,175.31,177.77,173.3,19601.0,344825504.0,0.06
2014-04-21,600519,174.01,172.05,175.98,172.0,18333.0,318935968.0,-1.86
2014-04-22,600519,172.0,172.13,175.13,171.52,22344.0,387206400.0,0.05
2014-04-23,600519,172.08,176.06,176.49,172.03,33755.0,592119552.0,2.28
2014-04-24,600519,176.15,175.76,176.71,173.7,12581.0,220213008.0,-0.17
